index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
1735,Kadın,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,100075.73018410735,Kırsal,Giyim,6100.8478458014715,0.8039673209726761,Etmiyor,obek_1,10.729596898549053
1736,Erkek,31-40,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,166825.0515266891,Büyük Şehir,Kozmetik,6450.400415385093,6.820639411411638,Etmiyor,obek_1,7.185926276418141
1737,Kadın,31-40,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,903042.2687540032,Büyük Şehir,Giyim,30188.578919070485,37.97865628521854,Etmiyor,obek_4,117.24839181735524
1738,Erkek,31-40,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,575478.2766966473,Büyük Şehir,Elektronik ve Teknolojik Ürünler,36485.42273036593,44.10477025502098,Etmiyor,obek_4,115.11255393735328
1739,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,473395.67012533126,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6637.0229109756,14.928451213323372,Etmiyor,obek_3,20.08806350224615
1740,Kadın,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,95535.42678075096,Kırsal,Ev ve Mobilya,3984.98042809446,24.20711624377458,Etmiyor,obek_2,61.04997320021842
1741,Erkek,31-40,Evli,Eğitimsiz,Kendi İşinin Sahibi,242046.020743296,Küçük Şehir,Giyim,4826.9546141562805,3.677424168698546,Etmiyor,obek_1,11.487591643260544
1742,Erkek,41-50,Bekar,Lise Mezunu,Kendi İşinin Sahibi,398850.71508296375,Küçük Şehir,Spor Malzemeleri,6483.405225689011,15.436831611765284,Etmiyor,obek_3,20.021329446227842
1743,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,472037.8206916285,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,34225.2422117701,28.74092618255052,Etmiyor,obek_5,55.29960855984198
1744,Kadın,41-50,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,152349.32466548728,Küçük Şehir,Giyim,3895.9911853641884,34.8156916889256,Etmiyor,obek_2,43.556751064320494
1745,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,192410.91097776854,Büyük Şehir,Spor Malzemeleri,4039.1449282377625,9.554314722555715,Etmiyor,obek_5,112.59772117040522
1746,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,235914.26614833705,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,4226.384950144959,10.789798472635852,Etmiyor,obek_5,98.7388285830849
1747,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,496384.7395412232,Büyük Şehir,Spor Malzemeleri,40234.54456843594,33.48922070109354,Etmiyor,obek_6,45.7087383396119
1748,Kadın,41-50,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,324734.7113732681,Küçük Şehir,Kozmetik,23838.630533600397,18.053891966561096,Etmiyor,obek_7,98.88890623586704
1749,Kadın,>60,Evli,Doktora Mezunu,İşsiz veya Düzenli Bir İşi Yok,170876.05486703533,Kırsal,Giyim,3704.591449272904,16.333958145184422,Etmiyor,obek_2,63.23263502803887
1750,Kadın,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,213008.63088584665,Büyük Şehir,Kozmetik,3628.3656173605314,10.448160328885525,Etmiyor,obek_5,86.35483877674842
1751,Erkek,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,333310.3422305026,Küçük Şehir,Spor Malzemeleri,28177.375889052033,17.95354191475823,Etmiyor,obek_7,107.82252541628095
1752,Kadın,51-60,Evli,Eğitimsiz,Kendi İşinin Sahibi,479850.21645224397,Büyük Şehir,Giyim,42257.91618337033,27.947062243261573,Etmiyor,obek_6,37.21991876031355
1753,Erkek,51-60,Bekar,Yüksek Lisans Mezunu,Emekli,482150.7848125417,Köy veya Kasaba,Spor Malzemeleri,40396.07515927203,31.617652318308398,Etmiyor,obek_6,57.953152150454756
1754,Kadın,41-50,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,174870.6654974423,Kırsal,Giyim,4836.132740756727,16.89286894733995,Etmiyor,obek_2,53.981838918383495
1755,Erkek,51-60,Evli,Yüksek Lisans Mezunu,Emekli,508791.52466045995,Köy veya Kasaba,Ev ve Mobilya,39232.646947179404,28.484508848161738,Etmiyor,obek_6,53.51216139960597
1756,Kadın,31-40,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,215357.80788998664,Büyük Şehir,Giyim,3973.402177314252,27.538530352698043,Etmiyor,obek_2,59.47142588953286
1757,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,159666.69359070496,Büyük Şehir,Ev ve Mobilya,3443.732974960025,20.196686808350016,Etmiyor,obek_2,56.31263873485259
1758,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,260491.8811000358,Küçük Şehir,Elektronik ve Teknolojik Ürünler,5683.832066481106,14.832040933107189,Etmiyor,obek_3,15.73087403401491
1759,Erkek,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,472315.1325537019,Köy veya Kasaba,Ev ve Mobilya,42090.28774466144,28.97284584810405,Etmiyor,obek_6,41.21189762524798
1760,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,839506.9480993066,Büyük Şehir,Giyim,35285.83967461307,36.34237298854369,Etmiyor,obek_4,100.06930630354292
1761,Kadın,51-60,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,485456.66157620074,Büyük Şehir,Giyim,40057.3147339088,29.089362853272707,Etmiyor,obek_6,45.68471824699188
1762,Kadın,>60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,145429.15657900902,Küçük Şehir,Ev ve Mobilya,4114.731292230581,15.548896677825265,Etmiyor,obek_2,38.93643181819638
1763,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,858296.9939992151,Büyük Şehir,Spor Malzemeleri,30161.66623893037,43.98004749083228,Etmiyor,obek_4,110.3624258607269
1764,Kadın,>60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,493580.93226578453,Köy veya Kasaba,Ev ve Mobilya,44442.58788395314,28.407575886418766,Etmiyor,obek_6,44.48298635262689
1765,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,652707.265406715,Büyük Şehir,Spor Malzemeleri,31896.78757237963,38.70353919051078,Etmiyor,obek_4,82.30016827452778
1766,Erkek,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,255510.11590526477,Küçük Şehir,Kozmetik,9473.971740863552,56.60903841970622,Etmiyor,obek_8,132.8529292453229
1767,Erkek,31-40,Bekar,Eğitimsiz,Kendi İşinin Sahibi,283386.9273569971,Küçük Şehir,Giyim,5918.976672923328,4.444966130471767,Etmiyor,obek_1,8.493777287476657
1768,Kadın,51-60,Evli,Üniversite Mezunu,Emekli,495673.3214314457,Köy veya Kasaba,Ev ve Mobilya,41179.133831252904,29.33231438023311,Etmiyor,obek_6,54.949086921396415
1769,Kadın,31-40,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,1018653.2026215624,Büyük Şehir,Ev ve Mobilya,32847.975894145944,45.5871478072097,Etmiyor,obek_4,98.38202586146686
1770,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,176466.73212132973,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4449.408165465354,10.640025798125365,Etmiyor,obek_5,97.24093811567832
1771,Erkek,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,345192.53765058186,Küçük Şehir,Spor Malzemeleri,22730.573545870517,20.68821349239675,Etmiyor,obek_7,124.40166304735253
1772,Erkek,51-60,Evli,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,498295.6714781189,Kırsal,Giyim,37699.92830252665,26.654330490862467,Etmiyor,obek_6,44.24068801044014
1773,Erkek,18-30,Evli,Lise Mezunu,Emekli,440450.593977463,Büyük Şehir,Spor Malzemeleri,6250.7144556293015,13.500166113096707,Etmiyor,obek_3,13.500166113096707
1774,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,274354.3608235547,Küçük Şehir,Elektronik ve Teknolojik Ürünler,10575.44139797662,49.44467288057909,Ediyor,obek_8,101.58186717794254
1775,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,484529.2973157526,Kırsal,Elektronik ve Teknolojik Ürünler,40207.48209817833,31.226755400136962,Etmiyor,obek_6,47.252851392782624
1776,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,567028.4898733322,Büyük Şehir,Kozmetik,31892.90070473576,38.66020574692299,Etmiyor,obek_4,108.78100463089837
1777,Erkek,51-60,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,260185.69447095424,Büyük Şehir,Elektronik ve Teknolojik Ürünler,5966.164995495177,15.468932991681873,Etmiyor,obek_3,17.409976626174988
1778,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,353632.9729937918,Büyük Şehir,Kozmetik,22544.240213796416,20.28570329534573,Etmiyor,obek_7,88.51609208143637
1779,Erkek,31-40,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,285251.900036555,Büyük Şehir,Ev ve Mobilya,6410.2686011704545,13.53273430478823,Etmiyor,obek_3,15.428285973111187
1780,Kadın,31-40,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,170543.1364561383,Köy veya Kasaba,Spor Malzemeleri,4086.24793244185,14.637664327900413,Etmiyor,obek_2,48.46270206433782
1781,Kadın,31-40,Evli,Üniversite Mezunu,Emekli,331375.1905121324,Büyük Şehir,Ev ve Mobilya,23096.642274409438,18.75864868924091,Ediyor,obek_7,100.40835763020237
1782,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,279228.42473796464,Kırsal,Kozmetik,4197.264386298364,2.6078519623837733,Etmiyor,obek_1,8.952823304172142
1783,Kadın,41-50,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,372087.123489512,Büyük Şehir,Ev ve Mobilya,27303.187343150228,19.46950399522338,Etmiyor,obek_7,100.04056972844691
1784,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,256098.90150231592,Büyük Şehir,Giyim,9430.194154227349,41.88542004847995,Ediyor,obek_8,159.5836921979776
1785,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,310760.67268385924,Köy veya Kasaba,Giyim,4995.987603805743,4.363775966947696,Etmiyor,obek_1,10.700394821228254
1786,Erkek,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,433982.3751194602,Küçük Şehir,Ev ve Mobilya,7730.228354131685,16.40150423594072,Etmiyor,obek_3,19.98473802010725
1787,Kadın,41-50,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,234976.98709489297,Büyük Şehir,Giyim,5479.045020915175,8.299927052654423,Etmiyor,obek_1,8.607316894053367
1788,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,758369.7975767766,Büyük Şehir,Ev ve Mobilya,32636.79541232533,44.767493744853155,Etmiyor,obek_4,89.57167058045731
1789,Erkek,51-60,Evli,Lise Mezunu,Emekli,260374.817999771,Büyük Şehir,Spor Malzemeleri,6788.647582230285,14.04376351573149,Etmiyor,obek_3,23.96308117645233
1790,Kadın,31-40,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,365999.26765728416,Küçük Şehir,Kozmetik,27397.453874146937,18.619399757445517,Etmiyor,obek_7,76.51075032185915
1791,Erkek,31-40,Bekar,Doktora Mezunu,İşsiz veya Düzenli Bir İşi Yok,687584.0714181552,Büyük Şehir,Spor Malzemeleri,32168.98720814414,41.459706850202636,Ediyor,obek_4,101.17882409959081
1792,Erkek,31-40,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,353978.03849337006,Büyük Şehir,Ev ve Mobilya,31491.518730576798,23.66531721286142,Etmiyor,obek_7,85.64489601206375
1793,Kadın,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,501269.13759575266,Kırsal,Giyim,36998.05188752791,31.200038164350556,Etmiyor,obek_6,48.34689902004124
1794,Kadın,41-50,Evli,Doktora Ötesi,İşsiz veya Düzenli Bir İşi Yok,139460.03016034057,Büyük Şehir,Giyim,4241.474760935513,20.17528164954958,Etmiyor,obek_2,65.04600075956556
1795,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,249388.7675074519,Küçük Şehir,Kozmetik,9677.596457776854,50.07301943433948,Etmiyor,obek_8,129.09792726114702
1796,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,258748.9614802034,Küçük Şehir,Kozmetik,9127.831462247737,48.44149713349538,Ediyor,obek_8,192.76553229697944
1797,Kadın,51-60,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,509666.2190271156,Kırsal,Ev ve Mobilya,38583.45421311503,31.281105847011244,Etmiyor,obek_6,39.868658532077085
1798,Kadın,31-40,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,207930.1389040018,Köy veya Kasaba,Giyim,4453.478157242104,22.72457720215977,Etmiyor,obek_2,37.58925240871226
1799,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,236679.7856861893,Köy veya Kasaba,Spor Malzemeleri,8741.269283934716,58.86918077717372,Ediyor,obek_8,167.09339857838603
1800,Erkek,>60,Evli,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,275453.7720275257,Büyük Şehir,Giyim,5290.691222568448,3.6281533173295397,Etmiyor,obek_1,10.724370308431778
1801,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,197891.1006987045,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3729.168659860253,10.003674350711702,Etmiyor,obek_5,101.35887377014917
1802,Erkek,51-60,Evli,Yüksekokul Mezunu,Emekli,481750.67556601245,Kırsal,Ev ve Mobilya,43226.6129701409,33.72304604500436,Etmiyor,obek_6,49.289161784888904
1803,Erkek,31-40,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,167965.75370786877,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6259.443146242025,6.351391927541862,Etmiyor,obek_1,13.096070549411857
1804,Erkek,51-60,Evli,Doktora Mezunu,Emekli,483039.558647879,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,44330.07896874074,29.187379899202284,Etmiyor,obek_6,48.6428075692086
1805,Kadın,18-30,Bekar,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,99516.54246057043,Küçük Şehir,Giyim,4574.653877460663,15.101918567121299,Etmiyor,obek_2,55.26691224256641
1806,Kadın,41-50,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,150137.03623486077,Küçük Şehir,Ev ve Mobilya,3669.513207408003,20.297388401494548,Etmiyor,obek_2,43.080467140285656
1807,Kadın,31-40,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,349976.1064125908,Küçük Şehir,Giyim,27147.28895428487,17.035989576467333,Etmiyor,obek_7,103.52456390458448
1808,Erkek,31-40,Evli,Doktora Mezunu,Kendi İşinin Sahibi,255028.21771141444,Küçük Şehir,Kozmetik,4517.524476662202,11.736470288381334,Etmiyor,obek_5,94.12969722732885
1809,Kadın,41-50,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,359227.1998293053,Küçük Şehir,Giyim,26994.24513894693,15.940053226814626,Etmiyor,obek_7,86.96157098748964
1810,Kadın,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,161820.59583065455,Köy veya Kasaba,Kozmetik,4616.1426375985375,9.75218124117701,Etmiyor,obek_8,107.11603274521651
1811,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,203211.56097595292,Küçük Şehir,Spor Malzemeleri,4453.120161099503,10.68739686089748,Etmiyor,obek_5,121.70695807731632
1812,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,906176.6263156998,Büyük Şehir,Ev ve Mobilya,34532.99429164432,41.09392747355187,Etmiyor,obek_4,94.55973734750694
1813,Erkek,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,184425.0605835273,Büyük Şehir,Giyim,5071.852134036306,1.6006701988965184,Etmiyor,obek_1,7.7095353503961
1814,Erkek,41-50,Evli,Yüksek Lisans Mezunu,Emekli,452868.99602267804,Köy veya Kasaba,Spor Malzemeleri,39550.4299635177,33.34235869247382,Etmiyor,obek_6,48.94101699163824
1815,Erkek,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,215232.69586028863,Küçük Şehir,Spor Malzemeleri,3068.6675315737352,10.519383418633128,Etmiyor,obek_5,79.67826744877293
1816,Kadın,18-30,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,169362.5991271156,Küçük Şehir,Giyim,4597.601869330293,21.489105675959927,Etmiyor,obek_2,38.107288606810485
1817,Kadın,31-40,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,429862.38512447383,Küçük Şehir,Ev ve Mobilya,7022.511689902406,15.870396685974969,Etmiyor,obek_3,17.773893866909198
1818,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,207337.413958357,Büyük Şehir,Spor Malzemeleri,9408.109639425511,56.611455627817364,Ediyor,obek_8,101.1743816191841
1819,Kadın,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,485191.44088128535,Kırsal,Giyim,36013.13697033057,32.247093311540695,Etmiyor,obek_6,43.74405770882416
1820,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,478807.613573511,Küçük Şehir,Elektronik ve Teknolojik Ürünler,40696.5653797736,30.5462468772785,Etmiyor,obek_6,45.92697686300926
1821,Kadın,18-30,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,274600.1296705741,Köy veya Kasaba,Ev ve Mobilya,4981.084119141047,5.6864127955925285,Etmiyor,obek_1,10.267453148808922
1822,Kadın,31-40,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,149595.64093855818,Küçük Şehir,Ev ve Mobilya,4398.455551570602,23.27539660957065,Etmiyor,obek_2,58.41730415381259
1823,Erkek,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,947055.3839385284,Büyük Şehir,Spor Malzemeleri,32291.190486021434,43.17801889043603,Etmiyor,obek_8,91.22517141723287
1824,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,575356.4583337016,Küçük Şehir,Giyim,7768.7668469049595,12.500686005802086,Etmiyor,obek_3,15.840906659033932
1825,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,342247.00019459723,Büyük Şehir,Ev ve Mobilya,28668.552793573337,23.208300935691852,Etmiyor,obek_7,111.21582899662974
1826,Erkek,41-50,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,351916.4695037206,Büyük Şehir,Spor Malzemeleri,30666.0287134609,17.560162481046977,Etmiyor,obek_7,91.62500314836511
1827,Kadın,31-40,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,185306.6335992824,Küçük Şehir,Giyim,3891.815844597556,17.159372550019633,Etmiyor,obek_2,48.85730603915831
1828,Erkek,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,227941.53132617674,Küçük Şehir,Ev ve Mobilya,6102.015381941266,16.19096020261185,Etmiyor,obek_3,17.031305487361216
1829,Erkek,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,230662.29047124175,Küçük Şehir,Ev ve Mobilya,9534.9208909973,49.20614338887909,Ediyor,obek_8,161.7251944644155
1830,Kadın,>60,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,467428.5722115043,Köy veya Kasaba,Giyim,44949.0515789229,32.9505217800249,Etmiyor,obek_6,51.73448047373195
1831,Erkek,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,354295.8052501376,Küçük Şehir,Elektronik ve Teknolojik Ürünler,30644.84485626064,20.837130304559864,Etmiyor,obek_7,87.23393672565392
1832,Erkek,>60,Evli,İlkokul Mezunu,Emekli,392647.1688114489,Küçük Şehir,Elektronik ve Teknolojik Ürünler,5956.178053161052,14.576147202857594,Etmiyor,obek_3,18.318930575766323
1833,Erkek,>60,Evli,Yüksekokul Mezunu,Emekli,245101.71316758182,Küçük Şehir,Ev ve Mobilya,6370.063811736195,15.45893853015018,Ediyor,obek_3,24.231723383328877
1834,Kadın,41-50,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,352718.34922216274,Küçük Şehir,Kozmetik,27390.282570558706,23.402112369247764,Etmiyor,obek_7,99.96254596412699
1835,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,227697.1404131333,Büyük Şehir,Ev ve Mobilya,8557.081578404472,58.5766869413195,Ediyor,obek_1,152.1443122821414
1836,Erkek,41-50,Bekar,İlkokul Mezunu,Kendi İşinin Sahibi,148493.3802647359,Küçük Şehir,Kozmetik,5482.494535327568,5.960295780471825,Etmiyor,obek_1,7.768109972980688
1837,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,196529.72756912015,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,4591.156316803192,11.601916956196517,Etmiyor,obek_5,94.67399935327042
1838,Erkek,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,893623.6391822504,Köy veya Kasaba,Giyim,37594.1774519365,36.14194985807894,Etmiyor,obek_2,98.72537482187266
1839,Kadın,18-30,Bekar,Doktora Mezunu,İşsiz veya Düzenli Bir İşi Yok,1050053.6728081673,Büyük Şehir,Spor Malzemeleri,38801.79644369561,38.52178067447277,Etmiyor,obek_4,105.41052609648605
1840,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,239495.32339783106,Köy veya Kasaba,Giyim,3210.433081163865,8.885383917311987,Etmiyor,obek_5,100.63982191450607
1841,Kadın,41-50,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,151445.93243435383,Küçük Şehir,Giyim,4395.7604316128,19.17413040862989,Etmiyor,obek_2,56.24837728560822
1842,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,246477.2840552467,Köy veya Kasaba,Spor Malzemeleri,3898.1279003414843,10.636226457219431,Etmiyor,obek_5,90.18971391454524
1843,Erkek,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,285072.22250942327,Kırsal,Giyim,5508.515903351656,2.7835246340089075,Etmiyor,obek_1,9.76370774387157
1844,Kadın,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,1034837.2584400794,Büyük Şehir,Giyim,34315.215117210406,39.62493214945731,Etmiyor,obek_4,100.19625567030171
1845,Erkek,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,740653.9300238629,Büyük Şehir,Spor Malzemeleri,33417.62430183353,44.30842298647476,Etmiyor,obek_4,114.70031039296713
1846,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,210141.02358069143,Büyük Şehir,Spor Malzemeleri,9112.463564712867,61.64374306034081,Ediyor,obek_8,139.92812448617175
1847,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,457663.8339719637,Köy veya Kasaba,Spor Malzemeleri,43706.23238439199,28.85096782864162,Etmiyor,obek_6,46.53335222575405
1848,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,357743.17668622534,Küçük Şehir,Kozmetik,30017.53727825046,19.413522814153534,Etmiyor,obek_7,89.63972697096399
1849,Erkek,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,232947.19326864058,Büyük Şehir,Giyim,6012.323465343886,4.769832974202228,Etmiyor,obek_1,9.18177153180616
1850,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,204346.69471420354,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,4317.621636459491,10.111329318075654,Etmiyor,obek_3,96.23453694961906
1851,Erkek,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,262263.2626346033,Küçük Şehir,Giyim,7883.901109794252,49.19858534871166,Ediyor,obek_8,133.43315464238805
1852,Erkek,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,384162.8926043774,Büyük Şehir,Elektronik ve Teknolojik Ürünler,5569.3881376602285,14.377163970475518,Etmiyor,obek_3,25.590694923180347
1853,Kadın,18-30,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,198672.25751400358,Küçük Şehir,Spor Malzemeleri,4504.647104495945,17.197574615995745,Etmiyor,obek_2,51.12433430792585
1854,Kadın,>60,Bekar,Üniversite Mezunu,Emekli,496594.29805899033,Köy veya Kasaba,Ev ve Mobilya,37222.970121279905,29.44024970426901,Etmiyor,obek_6,60.00744670666471
1855,Kadın,51-60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,185534.5182894969,Küçük Şehir,Spor Malzemeleri,4183.2753013200445,14.119766040826427,Etmiyor,obek_2,62.00860506312548
1856,Kadın,>60,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,223914.70919885288,Büyük Şehir,Giyim,5303.853308644257,2.818411475008467,Etmiyor,obek_1,9.636230107755432
1857,Erkek,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,351079.5611043672,Büyük Şehir,Spor Malzemeleri,19955.95981252046,22.364622296272266,Ediyor,obek_7,105.55483285499912
1858,Kadın,31-40,Bekar,Doktora Ötesi,İşsiz veya Düzenli Bir İşi Yok,96902.5059622454,Köy veya Kasaba,Giyim,3758.198601811583,24.50520932029014,Etmiyor,obek_2,33.510766645774964
1859,Erkek,41-50,Bekar,Eğitimsiz,Kendi İşinin Sahibi,276101.94545517134,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7312.519437724402,15.891820903851139,Etmiyor,obek_3,20.1853449273047
1860,Erkek,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,357926.9579254216,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,27277.601148728027,21.832687029641463,Ediyor,obek_7,76.73624826692522
